 Employee'S Thumb Is Amputated By Drill Shaft ,At approximately 12:30 p.m. on May 15 2007 Employee #1 was working at a site near Spring Road and Route 94 in Spring Valley CA. Also at the site were a coworker who was a drill operator and a foreman. All three employees were employed by a commercial contractor that specializes in street and traffic light installations in Southern California. Employee #1 was a locator who walked on the ground surface to locate the underground directional drill head using a detector unit to track the horizontal and angle movement of the drill head. This information was communicated back to the coworker who was the operator seated on the directional boring machine (a Vermeer Number D24x40 Horizontal Directional Drill). The horizontal directional drill was used to dig under cement pavement and earth to lay electrical lines for street and traffic lights. The head of the drill first made a path through the soil underneath the ground until it arrived at its destination. A line was then pulled through it so electrical lines could be installed to hookup traffic and signal lights for public streets and freeways. The front section of the horizontal directional boring machine was outfitted with a left and right anchor boring unit with stakes. The stakes were large auger units that tapped into the ground vertically to stabilize the machine when its drilling rods apparently ran horizontally underneath the ground. The bolt holding the auger bit to the shaft on the main frame of the directional boring machine came off and the coworker had to take it apart to get to the dislodged bolt. Apparently the coworker tightened the bolt got up on the directional boring machine seated himself and unsuccessfully attempted to line up the square piece fitting of the shaft over the top of the auger attachment. Employee #1 came over and used his left hand to try and line up the shaft while the coworker manipulated the controls in an attempt to attach the shaft to the auger bit. The shaft dropped on employee's #1 left thumb causing the top one inch to be amputated. The foreman transported Employee #1 to U.S. HealthWorks First and later transported him to the Orthopedic Center in La Jolla. Employee #1 was hospitalized and required outpatient surgery the day after the accident. The Division was notified about the accident on May 18 2007. During the initial investigation Employee #1 had not yet returned to work but the Division found he had returned to work during a subsequent visit to another of the employer's job sites on June 11 2007.,struck by falling object
 Two Employees Are Injured When Struck By Flying Objects ,On August 1 2006 Employee #1 the supervisor and #2 were performing a directional boring operation to install gas pipelines at the construction site. During the operation the boring bit on the machine needed to be replaced. Employee #1 began rotating the boring rods as Employee #2 stood on the other side holding the boring bit with a pipe wrench. The torque exceeded the shear stresses on the bit causing it to break and launching the pipe wrench. The pipe wrench struck Employee #1 lacerating and fracturing his leg; whereas the boring bit ejected from the boring head striking and knocking Employee #2 to the ground. Employee #2 sustained internal contusions and a left arm facture. Both employees were transported to a hospital. At the medical center Employee #1 underwent two surgical procedures to repair lacerations and fractures to his leg and Employee #2 received one surgical procedure to stabilize fractures to his arm. Following the surgeries both employees were hospitalized for postoperative treatment. The cause of the accident was the direct result of not adhering to standard operating procedures.,struck by moving objects
 Employee Is Killed When Crushed By Boring Machine ,On April 8 2006 Employee #1 was operating an American Auger Boring Machine. When the auger became stuck Employee #1 tried to extract the auger by engaging it in reverse. He was ejected when the machine tipped. He was killed when the machine righted itself and rolled over.,struck by moving objects
 Fall Into Shaft Kills Machine Operator ,On January 23 2006 Employee #1 was operating a boring machine and was killed when he fell into a 24-ft deep shaft that was 8-ft in diameter. Employee #2 was hospitalized with bruises contusions and abrasions from an unspecified cause.,falls
 Employee Crushed Between Drill Boom And Courthouse ,Employee #1 was drilling holes in the ground within a few feet of the courthouse when he was pinned and crushed between a track drill boom and the exterior wall of the building. Employee #1 was killed.,struck by moving objects
 Employee Is Killed When Caught By Rotating Reamer ,On April 6 2005 Employee #1 an employee of Nagel Construction was performing a horizontal boring operation. For some reason he became caught by a rotating reamer. Employee #1 was killed.,caught in/between objects
 Employee Crushes Finger In Tunnel Boring Machine ,At approximately 12:15 a.m. on June 29 2004 an employee who was a miner and laborer was working with a tunnel boring machine (TBM) segment erector. The employee noticed a shim out of position and reached in between the segments to reset the shim while the erector jacks were in motion resulting in his fingers getting caught between two concrete segments. The employee was hospitalized with a crushing injury to his right hand and later required hand surgery.,caught in/between objects
 Employee Injured While Operating Boring Machine ,Employee #1 was operating a boring machine and was retracting the bore when it became misaligned. He attempted to force the bore back into alignment with his left foot when his foot became caught as the side guard closed to cover the bore pipe area. He tore flesh from his heel and instep and broke several small bones in the foot. The employee was transported to Sacred Heart Hospital for treatment.,caught in/between objects
 Employee Injured When Struck By Drill Bit ,A work crew was drilling underground horizontal bore holes for the installation of fiber-optic cables. An employee assigned to clean the drill bit as it entered one side of an inspection pit in the ground and then exited the other side entered the pit to scrape mud off the bit. The drill bent and flailed around striking the worker's legs and fracturing them. He was hospitalized for his injuries.,struck by moving objects
 Employee Is Killed In Fall From Parking Garage ,On September 16 2008 Employee #1 was using a Sky Genie with a seatboard to caulk the joints on the walls of a parking garage. The walls were on the first and second levels from the top. He tied the seatboard and life lines to the guard rail of a fence and went to get a drink of water. When he came back he went over the fence and was adjusting his seatboard when the lines came loose. He fell 76 feet 2 inches to the ground and was killed.,falls
 Employee Falls When Rope Fails On Bosun'S Chair ,On October 16 2007 Employee #1 was using a bosun's chair to caulk windows when the rope snapped and he fell onto the pavement. There were no injuries reported.,collapse of object
 Employee Sustains Abrasions And Contusions In Fall ,On April 10 2006 Employee #1 and a coworker were working from Sky Genie boatswain's chairs on the east face of a building caulking around the glass panels where water has been leaking into the building. Both employees rigged their own boatswain's chairs and safety lines. The boatswain's chairs were the property of their employer. Coming to the ground at the end of the day Employee #1 unhooked his rope grabbed onto his harness and rappelled down the face of the glass when he ran out of rope on the boatswain's chair. He fell approximately 30 feet to the ground and bushes below. He was taken to Prince George's Medical Center where it was determined that he had received no broken bones. He was hospitalized for bruises contusions and abrasions.,falls
